DOID	DIAGNOSIS_CD	category	detail
DOID:8200	A52	A52	
DOID:8200	A52.9	A52	9
DOID:823	K04.5	K04	5
DOID:824	K05.3	K05	3
DOID:8252	J31.0	J31	0
DOID:8295	B86	B86	
DOID:83	H26	H26	
DOID:8337	K37	K37	
DOID:84	M93.9	M93	9
DOID:84	M93.2	M93	2
DOID:840	J67.3	J67	3
DOID:841	J67.9	J67	9
DOID:8432	D75.1	D75	1
DOID:8437	K56.60	K56	60
DOID:8437	K56.609	K56	609
DOID:8437	K56.69	K56	69
DOID:8439	K91.1	K91	1
DOID:8442	K56.0	K56	0
DOID:8445	K56.2	K56	2
DOID:8446	K56.1	K56	1
DOID:8448	K56.49	K56	49
DOID:8448	K56.4	K56	4
DOID:845	F34.0	F34	0
DOID:8454	E53.0	E53	0
DOID:8455	E53.1	E53	1
DOID:8463	H16.00	H16	00
DOID:8463	H16.0	H16	0
DOID:8465	H33.10	H33	10
DOID:8469	J11.1	J11	1
DOID:8472	L94.0	L94	0
DOID:8476	K90.81	K90	81
DOID:8478	A42	A42	
DOID:8478	A42.9	A42	9
DOID:848	M19.90	M19	90
DOID:8481	I01.9	I01	9
DOID:8481	I09.0	I09	0
DOID:8481	M05.3	M05	3
DOID:8482	H34.0	H34	0
DOID:8484	J67.6	J67	6
DOID:8488	O40	O40	
DOID:8499	H53.6	H53	6
DOID:8499	H53.60	H53	60
DOID:850	J98.4	J98	4
DOID:8500	H35.5	H35	5
DOID:8500	H35.50	H35	50
DOID:8503	L40.1	L40	1
DOID:8504	L01.0	L01	0
DOID:8504	L01.00	L01	00
DOID:8504	L01	L01	
DOID:8505	L13.0	L13	0
DOID:8506	L12.0	L12	0
DOID:8506	L12.9	L12	9
DOID:8506	L12	L12	
DOID:8507	L12.2	L12	2
DOID:8508	L13.1	L13	1
DOID:851	N75.0	N75	0
DOID:8512	O88.23	O88	23
DOID:8512	O88.21	O88	21
DOID:8515	I27.81	I27	81
DOID:8515	I27.9	I27	9
DOID:8519	F13.11	F13	11
DOID:8527	C93.Z	C93	Z
DOID:8527	C93.Z0	C93	Z0
DOID:853	M35.3	M35	3
DOID:8533	C13	C13	
DOID:8533	C13.9	C13	9
DOID:8533	C13.2	C13	2
DOID:8534	K21	K21	
DOID:8534	K21.9	K21	9
DOID:8536	B02	B02	
DOID:8536	B02.9	B02	9
DOID:8541	C84.1	C84	1
DOID:8541	C84.10	C84	10
DOID:8543	C81.4	C81	4
DOID:8544	G93.31	G93	31
DOID:8544	R53.82	R53	82
DOID:8544	G93.32	G93	32
DOID:8545	T88.3	T88	3
DOID:8549	L98.4	L98	4
DOID:8553	L88	L88	
DOID:8556	C10.0	C10	0
DOID:8557	C10.9	C10	9
DOID:8557	C10	C10	
DOID:8557	C10.8	C10	8
DOID:8557	C10.2	C10	2
DOID:8557	C10.3	C10	3
DOID:856	D81.810	D81	810
DOID:8564	C00.9	C00	9
DOID:8564	C00	C00	
DOID:8566	B00	B00	
DOID:8566	B00.9	B00	9
DOID:8567	C81.9	C81	9
DOID:8567	C81	C81	
DOID:8568	B27.0	B27	0
DOID:8568	B27.9	B27	9
DOID:8568	B27	B27	
DOID:857	D81.819	D81	819
DOID:857	D81.81	D81	81
DOID:8573	L44.1	L44	1
DOID:8574	L28.0	L28	0
DOID:8577	K51	K51	
DOID:8577	K51.9	K51	9
DOID:8578	C05.1	C05	1
DOID:8584	C83.7	C83	7
DOID:8584	C83.70	C83	70
DOID:859	D81.818	D81	818
DOID:8593	C93.1	C93	1
DOID:8596	A38.9	A38	9
DOID:8596	A38	A38	
DOID:8601	C03.0	C03	0
DOID:8602	C03	C03	
DOID:8602	C03.9	C03	9
DOID:8616	N48.6	N48	6
DOID:8618	C04.9	C04	9
DOID:8618	C04	C04	
DOID:8618	C04.0	C04	0
DOID:8618	C04.1	C04	1
DOID:8619	G47.13	G47	13
DOID:862	G83.0	G83	0
DOID:8622	B05.9	B05	9
DOID:8622	B05	B05	
DOID:8628	C81.3	C81	3
DOID:863	G98	G98	
DOID:863	G00-G99	G00-G99	
DOID:863	G98.8	G98	8
DOID:8630	C00.3	C00	3
DOID:8630	C00.0	C00	0
DOID:8632	C46.9	C46	9
DOID:8632	C46	C46	
DOID:8632	C46.0	C46	0
DOID:8632	C46.1	C46	1
DOID:8632	C46.2	C46	2
DOID:8632	C46.4	C46	4
DOID:8632	C46.5	C46	5
DOID:8632	C46.3	C46	3
DOID:8634	D07.5	D07	5
DOID:8635	C05.2	C05	2
DOID:864	I80	I80	
DOID:8643	K29.8	K29	8
DOID:8649	C02.9	C02	9
DOID:8649	C01	C01	
DOID:8649	C02.0	C02	0
DOID:8649	C02.4	C02	4
DOID:8649	C02.1	C02	1
DOID:8649	C02.2	C02	2
DOID:8654	C81.2	C81	2
DOID:8659	B01.9	B01	9
DOID:8659	B01	B01	
DOID:866	I82	I82	
DOID:8660	C13.0	C13	0
DOID:8661	D00.0	D00	0
DOID:8663	C13.1	C13	1
DOID:8670	F50.9	F50	9
DOID:8670	F50	F50	
DOID:8677	K55.3	K55	3
DOID:8677	K55.30	K55	30
DOID:8680	K29.2	K29	2
DOID:8683	C92.3	C92	3
DOID:8687	D04.9	D04	9
DOID:8687	D04	D04	
DOID:8687	D04.0	D04	0
DOID:8687	D04.3	D04	3
DOID:8687	D04.4	D04	4
DOID:8687	D04.6	D04	6
DOID:8687	D04.7	D04	7
DOID:8687	D04.2	D04	2
DOID:8688	C09.1	C09	1
DOID:8689	F50.0	F50	0
DOID:8689	F50.00	F50	00
DOID:869	H71.90	H71	90
DOID:869	H71.9	H71	9
DOID:8691	C84.0	C84	0
DOID:8691	C84.00	C84	00
DOID:8692	C92.90	C92	90
DOID:8692	C92.9	C92	9
DOID:8692	C92	C92	
DOID:870	G62.9	G62	9
DOID:8702	C06.0	C06	0
DOID:8712	Q85.00	Q85	00
DOID:8712	Q85.0	Q85	0
DOID:8719	D09.9	D09	9
DOID:8725	F01	F01	
DOID:8725	F01.50	F01	50
DOID:8729	B08.04	B08	04
DOID:8731	C75.4	C75	4
DOID:8736	B03	B03	
DOID:8738	N48.0	N48	0
DOID:874	J15.9	J15	9
DOID:8741	L21.9	L21	9
DOID:8741	L21	L21	
DOID:8743	B08.3	B08	3
DOID:8757	K29.6	K29	6
DOID:876	M60.0	M60	0
DOID:8761	C94.2	C94	2
DOID:8761	C94.20	C94	20
DOID:8771	B08.02	B08	02
DOID:8781	B06	B06	
DOID:8781	B06.9	B06	9
DOID:8787	H30.10	H30	10
DOID:8787	H30.1	H30	1
DOID:8791	D05	D05	
DOID:8791	D05.9	D05	9
DOID:8792	D09.2	D09	2
DOID:8800	D02.2	D02	2
DOID:8802	D02.1	D02	1
DOID:8805	I20.0	I20	0
DOID:882	B66.8	B66	8
DOID:8826	D01.0	D01	0
DOID:883	B83.9	B83	9
DOID:883	B65-B83	B65-B83	
DOID:8838	C81.1	C81	1
DOID:884	B66.8	B66	8
DOID:8849	C08.1	C08	1
DOID:885	B66.3	B66	3
DOID:8850	C08	C08	
DOID:8857	L93.0	L93	0
DOID:8857	L93	L93	
DOID:8858	C09	C09	
DOID:8858	C09.9	C09	9
DOID:8861	Q24.3	Q24	3
DOID:8866	L57.0	L57	0
DOID:8867	B08.1	B08	1
DOID:8869	G36.0	G36	0
DOID:8872	D07.4	D07	4
DOID:8872	D00-D09	D00-D09	
DOID:888	B66.5	B66	5
DOID:8881	L71.9	L71	9
DOID:8881	L71	L71	
DOID:8883	C00.1	C00	1
DOID:8886	H30.9	H30	9
DOID:8886	H30	H30	
DOID:8892	L42	L42	
DOID:8893	L40	L40	
DOID:8893	L40.9	L40	9
DOID:8912	B36.1	B36	1
DOID:8913	B35	B35	
DOID:8913	B35.9	B35	9
DOID:8920	N89.4	N89	4
DOID:8923	C43.9	C43	9
DOID:8923	C43	C43	
DOID:8924	D69.3	D69	3
DOID:8925	D69.49	D69	49
DOID:8925	D69.4	D69	4
DOID:8927	F81.9	F81	9
DOID:8929	K29.4	K29	4
DOID:893	E83.01	E83	01
DOID:8930	C06.2	C06	2
DOID:8931	D69.41	D69	41
DOID:8936	M72.2	M72	2
DOID:8937	C14.2	C14	2
DOID:8941	L21.0	L21	0
DOID:8955	D64.3	D64	3
DOID:8956	B08.010	B08	010
DOID:8969	C09.0	C09	0
DOID:8970	A81.1	A81	1
DOID:898	Q61.3	Q61	3
DOID:8986	G47.41	G47	41
DOID:8986	G47.419	G47	419
DOID:899	Q44.4	Q44	4
DOID:8991	D06	D06	
DOID:8991	D06.9	D06	9
DOID:8997	D45	D45	
DOID:900	K76.81	K76	81
DOID:9008	L40.50	L40	50
DOID:9008	L40.5	L40	5
DOID:9011	D02.0	D02	0
DOID:9024	D01.4	D01	4
DOID:9036	C07	C07	
DOID:9042	N84.0	N84	0
DOID:9043	N88.0	N88	0
DOID:905	E71.510	E71	510
DOID:9053	D09.0	D09	0
DOID:906	E71.50	E71	50
DOID:906	E71.5	E71	5
DOID:9060	B36.0	B36	0
DOID:9063	L00	L00	
DOID:9065	B55.9	B55	9
DOID:9065	B55	B55	
DOID:9072	M31.2	M31	2
DOID:9074	M32.9	M32	9
DOID:9074	M32	M32	
DOID:9076	H01.12	H01	12
DOID:9088	L41	L41	
DOID:9088	L41.9	L41	9
DOID:9091	G47.52	G47	52
DOID:9095	D00.1	D00	1
DOID:9098	L70.8	L70	8
DOID:910	C71.4	C71	4
DOID:9111	B55.1	B55	1
DOID:9113	A58	A58	
DOID:9119	C92.00	C92	00
DOID:9119	C92.0	C92	0
DOID:9120	E85	E85	
DOID:9120	E85.9	E85	9
DOID:9123	B00.0	B00	0
DOID:9125	C03.1	C03	1
DOID:9132	D01.5	D01	5
DOID:9138	D00.2	D00	2
DOID:914	K76.4	K76	4
DOID:9140	H01.14	H01	14
DOID:9146	B55.0	B55	0
DOID:9149	C05.0	C05	0
DOID:9155	B55.2	B55	2
DOID:9159	A48.0	A48	0
DOID:9164	K22.0	K22	0
DOID:9165	L98.1	L98	1
DOID:9169	D82.0	D82	0
DOID:9173	C08.0	C08	0
DOID:9174	D01.2	D01	2
DOID:9181	A06.9	A06	9
DOID:9181	A06	A06	
DOID:9182	L10.9	L10	9
DOID:9182	L10	L10	
DOID:9188	C06.1	C06	1
DOID:9192	K22.4	K22	4
DOID:9201	L43.9	L43	9
DOID:9201	L43	L43	
DOID:9206	K22.70	K22	70
DOID:9206	K22.7	K22	7
DOID:9207	G47.61	G47	61
DOID:9210	B02.21	B02	21
DOID:9212	L44.0	L44	0
DOID:9234	D09.1	D09	1
DOID:9235	C12	C12	
DOID:9240	I73.81	I73	81
DOID:9245	Q44.7	Q44	7
DOID:9252	E72.9	E72	9
DOID:9253	C49.A	C49	A
DOID:9254	C94.3	C94	3
DOID:9254	C94.30	C94	30
DOID:9261	C11.9	C11	9
DOID:9261	C11	C11	
DOID:9261	C11.0	C11	0
DOID:9261	C11.1	C11	1
DOID:9261	C11.2	C11	2
DOID:9261	C11.3	C11	3
DOID:9263	E72.11	E72	11
DOID:9265	E70.4	E70	4
DOID:9265	E70.40	E70	40
DOID:9266	E72.01	E72	01
DOID:9267	E72.20	E72	20
DOID:9267	E72.2	E72	2
DOID:9268	E72.51	E72	51
DOID:9269	E71.0	E71	0
DOID:9270	E70.29	E70	29
DOID:9271	E72.4	E72	4
DOID:9273	E72.23	E72	23
DOID:9274	E72.3	E72	3
DOID:9275	E70.21	E70	21
DOID:9278	E72.21	E72	21
DOID:9282	H40.05	H40	05
DOID:9283	H40.00	H40	00
DOID:9286	N48.30	N48	30
DOID:9286	N48.3	N48	3
DOID:929	H05.82	H05	82
DOID:9296	Q36	Q36	
DOID:9296	Q36.9	Q36	9
DOID:9297	K13.0	K13	0
DOID:93	F80.9	F80	9
DOID:930	H05.9	H05	9
DOID:930	H05	H05	
DOID:9305	A18.85	A18	85
DOID:9306	H50.6	H50	6
DOID:9306	H50.60	H50	60
DOID:9307	K62.3	K62	3
DOID:9312	J32.2	J32	2
DOID:9317	I89.1	I89	1
DOID:9335	H53.45	H53	45
DOID:9335	H53.42	H53	42
DOID:9339	N36.5	N36	5
DOID:934	A94	A94	
DOID:934	B34.9	B34	9
DOID:934	B34	B34	
DOID:9341	N36.1	N36	1
DOID:9348	I77.71	I77	71
DOID:9351	E08-E13	E08-E13	
DOID:9352	E11	E11	
DOID:936	G93.9	G93	9
DOID:936	G93.40	G93	40
DOID:9360	J45	J45	
DOID:9365	N49.0	N49	0
DOID:9368	H16.2	H16	2
DOID:9368	H16.20	H16	20
DOID:9369	H05.11	H05	11
DOID:9370	H05.20	H05	20
DOID:9375	H20.81	H20	81
DOID:9383	H20.01	H20	01
DOID:9384	A54.32	A54	32
DOID:9388	H20.2	H20	2
DOID:9389	H20.03	H20	03
DOID:9392	J04.1	J04	1
DOID:9395	J05.0	J05	0
DOID:9396	J04.0	J04	0
DOID:9398	J05.10	J05	10
DOID:9398	J05.1	J05	1
DOID:9401	N45.3	N45	3
DOID:9401	N45	N45	
DOID:9402	N45.1	N45	1
DOID:9406	E23.0	E23	0
DOID:9408	I21.9	I21	9
DOID:9408	I21	I21	
DOID:9409	E23.2	E23	2
DOID:9410	E23.0	E23	0
DOID:9415	J45	J45	
DOID:9423	H01.0	H01	0
DOID:9423	H01.00	H01	00
DOID:9423	H01.9	H01	9
DOID:9427	I67.4	I67	4
DOID:9446	K83.0	K83	0
DOID:9446	K83.09	K83	09
DOID:9452	K70.0	K70	0
DOID:9455	E75.6	E75	6
DOID:9460	C54.9	C54	9
DOID:9460	C54	C54	
DOID:9461	H16.21	H16	21
DOID:9462	H60.4	H60	4
DOID:9462	H60.40	H60	40
DOID:9467	Q87.2	Q87	2
DOID:9470	G00.9	G00	9
DOID:9470	G00	G00	
DOID:9471	G03	G03	
DOID:9471	G03.9	G03	9
DOID:9476	E23.0	E23	0
DOID:9477	I26.99	I26	99
DOID:9477	I26	I26	
DOID:9478	F53.0	F53	0
DOID:9483	H01.01	H01	01
DOID:9487	Q43.0	Q43	0
DOID:949	H04.02	H04	02
DOID:950	H04.0	H04	0
DOID:950	H04.00	H04	00
DOID:9500	D72.9	D72	9
DOID:9502	J82.81	J82	81
DOID:9503	J82.89	J82	89
DOID:9505	F12.1	F12	1
DOID:9505	F12	F12	
DOID:9506	J01.20	J01	20
DOID:9506	J01.2	J01	2
DOID:9507	J32.2	J32	2
DOID:9512	H10.42	H10	42
DOID:9513	C90.1	C90	1
DOID:9513	C90.10	C90	10
DOID:952	H04.01	H04	01
DOID:9521	E34.321	E34	321
DOID:9531	A53.0	A53	0
DOID:9534	A15.0	A15	0
DOID:9537	A96.2	A96	2
DOID:9538	C90.00	C90	00
DOID:9538	C90.0	C90	0
DOID:9553	E27.9	E27	9
DOID:9563	J47	J47	
DOID:9563	J47.9	J47	9
DOID:9565	Q24.0	Q24	0
DOID:9574	Q30.0	Q30	0
DOID:9577	P37.5	P37	5
DOID:9584	A92.2	A92	2
DOID:9589	N21.1	N21	1
DOID:9590	N21.9	N21	9
DOID:9590	N21	N21	
DOID:9598	M72.9	M72	9
DOID:96	A05.0	A05	0
DOID:9600	M72.2	M72	2
DOID:9602	M72.6	M72	6
DOID:9617	R80.2	R80	2
DOID:9620	N13.70	N13	70
DOID:9620	N13.7	N13	7
DOID:9621	N28.1	N28	1
DOID:9622	N28.81	N28	81
DOID:9637	K12.1	K12	1
DOID:9640	A07.8	A07	8
DOID:9643	B60.0	B60	0
DOID:9643	B60.00	B60	00
DOID:9649	H55.01	H55	01
DOID:9650	H55.0	H55	0
DOID:9650	H55.00	H55	00
DOID:9651	I50.20	I50	20
DOID:9655	K13.2	K13	2
DOID:9655	K13.21	K13	21
DOID:9667	O20.0	O20	0
DOID:9669	H25	H25	
DOID:9672	A69.0	A69	0
DOID:9673	K12.1	K12	1
DOID:9675	J43.8	J43	8
DOID:9681	N88.3	N88	3
DOID:9682	A95	A95	
DOID:9682	A95.9	A95	9
DOID:9697	A54.33	A54	33
DOID:9698	A54.39	A54	39
DOID:9699	P39.1	P39	1
DOID:9700	H10.0	H10	0
DOID:9709	H10.82	H10	82
DOID:971	M77.9	M77	9
DOID:9714	K82.0	K82	0
DOID:9717	K82.1	K82	1
DOID:9720	H43.39	H43	39
DOID:9720	H43.3	H43	3
DOID:9722	H16.24	H16	24
DOID:9724	H44.0	H44	0
DOID:9724	H44.00	H44	00
DOID:9726	H43.81	H43	81
DOID:9740	K91.5	K91	5
DOID:9741	K83.9	K83	9
DOID:9742	I86.2	I86	2
DOID:9744	E10	E10	
DOID:9745	K64.5	K64	5
DOID:9746	K64	K64	
DOID:9768	I25.3	I25	3
DOID:9771	P61.0	P61	0
DOID:9773	C50.41	C50	41
DOID:9775	I50.30	I50	30
DOID:9778	K58	K58	
DOID:9778	K58.9	K58	9
DOID:9779	K59.9	K59	9
DOID:9784	B75	B75	
DOID:9788	M60.1	M60	1
DOID:9790	B83.0	B83	0
DOID:9794	H31.20	H31	20
DOID:9794	H31.2	H31	2
DOID:9799	H44.5	H44	5
DOID:9799	H44.30	H44	30
DOID:980	H31.10	H31	10
DOID:980	H31.1	H31	1
DOID:9801	A18.31	A18	31
DOID:9808	M31.0	M31	0
DOID:9809	M31.0	M31	0
DOID:9809	D69.0	D69	0
DOID:981	H31.12	H31	12
DOID:9810	M30.0	M30	0
DOID:9821	H31.21	H31	21
DOID:9827	Q74.0	Q74	0
DOID:9828	P96.1	P96	1
DOID:9834	H52.0	H52	0
DOID:9835	H52.7	H52	7
DOID:9837	H50.2	H50	2
DOID:9838	H50.41	H50	41
DOID:9839	H50.43	H50	43
DOID:9840	H50.00	H50	00
DOID:9840	H50.0	H50	0
DOID:9843	H50.42	H50	42
DOID:9847	H81.39	H81	39
DOID:9847	H81.399	H81	399
DOID:9847	H81.3	H81	3
DOID:9848	H81.0	H81	0
DOID:9849	H81.0	H81	0
DOID:9849	H81.09	H81	09
DOID:9854	G24.4	G24	4
DOID:9856	A50.9	A50	9
DOID:9856	A50	A50	
DOID:9857	H16.30	H16	30
DOID:9858	H16.3	H16	3
DOID:986	L63.9	L63	9
DOID:986	L63	L63	
DOID:9861	A19	A19	
DOID:9861	A19.9	A19	9
DOID:9867	H35.38	H35	38
DOID:9869	E74.12	E74	12
DOID:987	L65.9	L65	9
DOID:9870	E74.21	E74	21
DOID:9877	N34.0	N34	0
DOID:9884	G71.0	G71	0
DOID:9888	H50.05	H50	05
DOID:9892	I77.4	I77	4
DOID:9893	K05.4	K05	4
DOID:9898	M12.20	M12	20
DOID:990	Q24.6	Q24	6
DOID:9903	H00.1	H00	1
DOID:9905	L65.2	L65	2
DOID:9908	H00.02	H00	02
DOID:9909	H00.01	H00	01
DOID:9910	H16.01	H16	01
DOID:9911	N43.1	N43	1
DOID:992	A98.1	A98	1
DOID:9923	F82	F82	
DOID:9935	H04.4	H04	4
DOID:9936	H04.42	H04	42
DOID:9937	H04.41	H04	41
DOID:9938	H04.30	H04	30
DOID:9945	H05.24	H05	24
DOID:9952	C91.0	C91	0
DOID:9952	C91.00	C91	00
DOID:9953	C95.0	C95	0
DOID:9955	Q23.4	Q23	4
DOID:9958	N85.7	N85	7
DOID:9965	B58	B58	
DOID:9965	B58.9	B58	9
DOID:9969	E67.1	E67	1
DOID:997	N85.5	N85	5
DOID:9970	E66.9	E66	9
DOID:9971	E67.3	E67	3
DOID:9972	E67.0	E67	0
DOID:9975	F14.2	F14	2
DOID:9977	F16.2	F16	2
DOID:9978	N73.3	N73	3
DOID:9988	A52.3	A52	3
DOID:999	D72.1	D72	1
DOID:999	D72.10	D72	10
DOID:9993	E16.2	E16	2
DOID:9997	O90.3	O90	3
DOID:0040008	Z88.1	Z88	1
DOID:0040010	Z88.4	Z88	4
DOID:0040046	L23.0	L23	0
DOID:0040056	L23.0	L23	0
DOID:0040083	J16.0	J16	0
DOID:0040084	J13	J13	
DOID:0040098	O26.4	O26	4
DOID:0040099	L95.0	L95	0
DOID:0050269	A59.00	A59	00
DOID:0050524	E11.8	E11	8
DOID:0050564	H90.3	H90	3
DOID:0050565	H90.3	H90	3
DOID:0050566	H90.3	H90	3
DOID:0050569	Q87.1	Q87	1
DOID:0050572	H35.5	H35	5
DOID:0050576	Q61.5	Q61	5
DOID:0050590	D70	D70	
DOID:0050592	Q77.2	Q77	2
DOID:0050629	G31.8	G31	8
DOID:0050632	E70.3	E70	3
DOID:0050635	G98	G98	
DOID:0050638	E85.82	E85	82
DOID:0050657	Q87.89	Q87	89
DOID:0050661	H35.5	H35	5
DOID:0050665	Q86.0	Q86	0
DOID:0050674	K76.8	K76	8
DOID:0050764	Q87.8	Q87	8
DOID:0050777	Q04.3	Q04	3
DOID:0050779	Q87.8	Q87	8
DOID:0050886	G11.4	G11	4
DOID:0060010	D81.8	D81	8
DOID:0060170	G40.3	G40	3
DOID:0060173	G72.3	G72	3
DOID:0060179	Q87.5	Q87	5
DOID:0060188	K50.0	K50	0
DOID:0060190	K52.9	K52	9
DOID:0060191	K50.0	K50	0
DOID:0060193	G12.2	G12	2
DOID:0060194	G12.2	G12	2
DOID:0060196	G12.2	G12	2
DOID:0060221	Q78.4	Q78	4
DOID:0060222	E76.0	E76	0
DOID:0060223	R48.8	R48	8
DOID:0060225	Q87.8	Q87	8
DOID:0060231	M21.8	M21	8
DOID:0060232	Q87.0	Q87	0
DOID:0060233	Q87.8	Q87	8
DOID:0060245	G11.4	G11	4
DOID:0060270	Q04.3	Q04	3
DOID:0060276	Q04.3	Q04	3
DOID:0060277	Q04.3	Q04	3
DOID:0060278	Q04.3	Q04	3
DOID:0060281	G40.8	G40	8
DOID:0060287	Q13.4	Q13	4
DOID:0060292	Q77.3	Q77	3
DOID:0060293	Q77.3	Q77	3
DOID:0060295	D84.1	D84	1
DOID:0060297	D84.1	D84	1
DOID:0060298	D84.1	D84	1
DOID:0060299	D84.1	D84	1
DOID:0060300	D84.1	D84	1
DOID:0060301	D84.1	D84	1
DOID:0060302	D84.1	D84	1
DOID:0060303	D84.1	D84	1
DOID:0060310	K12.2	K12	2
DOID:0060324	K04.6	K04	6
DOID:0060328	K60.3	K60	3
DOID:0060334	P70.2	P70	2
DOID:0060336	E71.111	E71	111
DOID:0060341	Q18.2	Q18	2
DOID:0060359	Q87.0	Q87	0
DOID:0060380	Q87.0	Q87	0
DOID:0060390	Q93.5	Q93	5
DOID:0060391	Q93.5	Q93	5
DOID:0060394	Q93.5	Q93	5
DOID:0060395	Q93.5	Q93	5
DOID:0060397	Q93.5	Q93	5
DOID:0060400	Q93.5	Q93	5
DOID:0060403	Q85.0	Q85	0
DOID:0060404	Q93.5	Q93	5
DOID:0060405	Q93.5	Q93	5
DOID:0060407	Q93.5	Q93	5
DOID:0060409	Q93.5	Q93	5
DOID:0060411	Q93.5	Q93	5
DOID:0060412	Q93.5	Q93	5
DOID:0060415	Q93.5	Q93	5
DOID:0060417	Q93.5	Q93	5
DOID:0060422	Q93.5	Q93	5
DOID:0060425	Q93.5	Q93	5
DOID:0060427	Q99.8	Q99	8
DOID:0060428	Q93.5	Q93	5
DOID:0060430	Q92.3	Q92	3
DOID:0060431	Q92.3	Q92	3
DOID:0060432	Q92.3	Q92	3
DOID:0060433	Q92.3	Q92	3
DOID:0060434	Q92.3	Q92	3
DOID:0060435	Q92.3	Q92	3
DOID:0060436	Q92.3	Q92	3
DOID:0060445	H18.5	H18	5
DOID:0060446	H18.5	H18	5
DOID:0060447	H18.5	H18	5
DOID:0060450	H18.5	H18	5
DOID:0060452	H18.5	H18	5
DOID:0060454	H18.5	H18	5
DOID:0060457	H18.5	H18	5
DOID:0060459	Q92.3	Q92	3
DOID:0060460	Q92.3	Q92	3
DOID:0060461	Q99.8	Q99	8
DOID:0060464	Q87.8	Q87	8
DOID:0060474	D75.1	D75	1
DOID:0060476	Q87.3	Q87	3
DOID:0060478	A92.8	A92	8
DOID:0060479	D61.0	D61	0
DOID:0060482	Q87.8	Q87	8
DOID:0060491	G11.4	G11	4
DOID:0060537	G71.3	G71	3
DOID:0060538	D65	D65	
DOID:0060551	D82.8	D82	8
DOID:0060558	Q68.8	Q68	8
DOID:0060578	Q87.1	Q87	1
DOID:0060580	Q87.1	Q87	1
DOID:0060581	Q87.1	Q87	1
DOID:0060582	Q87.1	Q87	1
DOID:0060583	Q87.1	Q87	1
DOID:0060584	Q87.1	Q87	1
DOID:0060585	Q87.1	Q87	1
DOID:0060586	Q87.1	Q87	1
DOID:0060587	Q87.1	Q87	1
DOID:0060588	Q87.1	Q87	1
DOID:0060601	D68.8	D68	8
DOID:0060604	Q38.1	Q38	1
DOID:0060608	Q87.1	Q87	1
DOID:0060609	Q87.1	Q87	1
DOID:0060641	Q87.8	Q87	8
DOID:0060642	Q81.2	Q81	2
DOID:0060645	M86.3	M86	3
DOID:0060648	Q13.8	Q13	8
DOID:0060651	D69.4	D69	4
DOID:0060652	D75.0	D75	0
DOID:0060656	Q80.2	Q80	2
DOID:0060668	Q00.0	Q00	0
DOID:0060670	Q28.3	Q28	3
DOID:0060671	Q28.3	Q28	3
DOID:0060672	G31.0	G31	0
DOID:0060673	Q13.4	Q13	4
DOID:0060674	I47.2	I47	2
DOID:0060675	I42.8	I42	8
DOID:0060675	I47.2	I47	2
DOID:0060676	I47.2	I47	2
DOID:0060677	I47.2	I47	2
DOID:0060678	I47.2	I47	2
DOID:0060679	I47.2	I47	2
DOID:0060689	L65.8	L65	8
DOID:0060690	H90.3	H90	3
DOID:0060691	D69.4	D69	4
DOID:0060692	D69.8	D69	8
DOID:0060693	E70.8	E70	8
DOID:0060694	G11.0	G11	0
DOID:0060695	G25.8	G25	8
DOID:0060696	G25.8	G25	8
DOID:0060697	G25.8	G25	8
DOID:0060698	G25.8	G25	8
DOID:0060699	E83.5	E83	5
DOID:0060700	E83.5	E83	5
DOID:0060701	E83.5	E83	5
DOID:0060702	E83.5	E83	5
DOID:0060705	D82.3	D82	3
DOID:0060706	D82.3	D82	3
DOID:0060707	D47.9	D47	9
DOID:0060708	D47.9	D47	9
DOID:0060710	Q80.2	Q80	2
DOID:0060711	Q80.2	Q80	2
DOID:0060712	Q80.2	Q80	2
DOID:0060713	Q80.4	Q80	4
DOID:0060714	Q80.2	Q80	2
DOID:0060715	Q80.2	Q80	2
DOID:0060716	Q80.2	Q80	2
DOID:0060717	Q80.2	Q80	2
DOID:0060718	Q80.2	Q80	2
DOID:0060719	Q80.2	Q80	2
DOID:0060720	Q80.8	Q80	8
DOID:0060728	E77.8	E77	8
DOID:0060730	G24.1	G24	1
DOID:0060731	G47.3	G47	3
DOID:0060732	Q93.5	Q93	5
DOID:0060733	Q81.8	Q81	8
DOID:0060735	Q81.0	Q81	0
DOID:0060736	Q81.0	Q81	0
DOID:0060737	Q81.1	Q81	1
DOID:0060738	Q81.8	Q81	8
DOID:0060739	Q51.2	Q51	2
DOID:0060740	E71.1	E71	1
DOID:0060741	E71.1	E71	1
DOID:0060742	E71.1	E71	1
DOID:0060743	E71.1	E71	1
DOID:0060745	H35.5	H35	5
DOID:0060746	H35.5	H35	5
DOID:0060747	Q87.8	Q87	8
DOID:0060756	M85.2	M85	2
DOID:0060757	M85.2	M85	2
DOID:0060763	Q14.1	Q14	1
DOID:0060768	Q93.5	Q93	5
DOID:0060769	D82.8	D82	8
DOID:0060770	Q20.3	Q20	3
DOID:0060772	Q20.3	Q20	3
DOID:0060775	P78.3	P78	3
DOID:0060776	P78.3	P78	3
DOID:0060777	P78.3	P78	3
DOID:0060778	P78.3	P78	3
DOID:0060779	P78.3	P78	3
DOID:0060780	P78.3	P78	3
DOID:0060781	P78.3	P78	3
DOID:0060787	E75.2	E75	2
DOID:0060789	E75.2	E75	2
DOID:0060790	E75.2	E75	2
DOID:0060791	E75.2	E75	2
